求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
8008-2645-0538,広報PRのサポート事務/20代活躍中/大手企業/土日祝休み,非公開,福岡県,正社員,boAB,公開中,13,1,7.7%,￥25,￥25,0,0,0.0%,￥0
8008-2645-0540,広報PRのサポート事務/20代活躍中/大手企業/土日祝休み,非公開,大阪府,正社員,boAB,公開中,12,1,8.3%,￥25,￥25,0,0,0.0%,￥0
8008-2645-0541,広報PRのサポート事務/20代活躍中/大手企業/土日祝休み,非公開,大阪府,正社員,boAB,公開中,4,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0542,広報PRのサポート事務/20代活躍中/大手企業/土日祝休み,非公開,大阪府,正社員,boAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0544,広報PRのサポート事務/20代活躍中/大手企業/土日祝休み,非公開,大阪府,正社員,boAB,公開中,5,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0549,広報PRのサポート事務/20代活躍中/大手企業/土日祝休み,非公開,愛知県,正社員,boAB,公開中,10,2,20.0%,￥25,￥50,0,0,0.0%,￥0
8008-2645-0582,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,埼玉県,正社員,boAB,公開中,5,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0584,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,埼玉県,正社員,boAB,公開中,8,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0587,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,千葉県,正社員,boAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0588,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,神奈川県,正社員,boAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0589,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,神奈川県,正社員,boAB,公開中,4,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0593,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,東京都,正社員,boAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0598,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,東京都,正社員,boAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0599,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,東京都,正社員,boAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8008-2645-0600,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,福岡県,正社員,boAB,公開中,4,1,25.0%,￥25,￥25,0,0,0.0%,￥0
8008-2645-0607,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,大阪府,正社員,boAB,公開中,4,1,25.0%,￥25,￥25,0,0,0.0%,￥0
8008-2645-0610,デジタルマーケティングサポート事務/20代活躍中/残業月12.2h,非公開,愛知県,正社員,boAB,公開中,8,2,25.0%,￥25,￥50,0,0,0.0%,￥0
