求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
6810-1556-1644,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,神奈川県,正社員,LG求人20231114,公開中,15,1,6.7%,￥25,￥25,0,0,0.0%,￥0
6810-1556-1645,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,神奈川県,正社員,LG求人20231114,公開中,20,0,0.0%,￥0,￥0,0,0,0.0%,￥0
6810-1556-1647,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,神奈川県,正社員,LG求人20231114,公開中,18,0,0.0%,￥0,￥0,0,0,0.0%,￥0
6810-1556-1648,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,神奈川県,正社員,LG求人20231114,公開中,14,0,0.0%,￥0,￥0,0,0,0.0%,￥0
6810-1556-1649,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,東京都,正社員,LG求人20231114,公開中,27,2,7.4%,￥25,￥50,0,0,0.0%,￥0
6810-1556-1650,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,東京都,正社員,LG求人20231114,公開中,15,0,0.0%,￥0,￥0,0,0,0.0%,￥0
6810-1556-1651,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,東京都,正社員,LG求人20231114,公開中,21,1,4.8%,￥25,￥25,0,0,0.0%,￥0
6810-1556-1652,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,東京都,正社員,LG求人20231114,公開中,19,2,10.5%,￥25,￥50,0,0,0.0%,￥0
6810-1556-1653,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,東京都,正社員,LG求人20231114,公開中,21,1,4.8%,￥25,￥25,0,0,0.0%,￥0
6810-1556-1654,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,東京都,正社員,LG求人20231114,公開中,27,3,11.1%,￥25,￥75,0,0,0.0%,￥0
6810-1556-1656,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,福岡県,正社員,LG求人20231114,公開中,17,4,23.5%,￥25,￥100,0,0,0.0%,￥0
6810-1556-1657,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,福岡県,正社員,LG求人20231114,公開中,33,3,9.1%,￥25,￥75,0,0,0.0%,￥0
6810-1556-1659,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,大阪府,正社員,LG求人20231114,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
6810-1556-1660,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,大阪府,正社員,LG求人20231114,公開中,4,1,25.0%,￥25,￥25,0,0,0.0%,￥0
6810-1556-1663,20代活躍中/ヒアリングに自信のある方/探偵事務所のカウンセリングスタッフ～カウンセリングはオンライン実施/LG,非公開,大阪府,正社員,LG求人20231114,公開中,67,4,6.0%,￥25,￥100,0,0,0.0%,￥0
