求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
3795-2130-0280,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,千葉県,正社員,新規作成20230901,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0284,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,神奈川県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0286,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,神奈川県,正社員,新規作成20230901,公開中,6,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0289,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,福岡県,正社員,新規作成20230901,公開中,3,1,33.3%,￥25,￥25,0,0,0.0%,￥0
3795-2130-0290,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,福岡県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0291,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,大阪府,正社員,新規作成20230901,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0292,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,大阪府,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0293,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,大阪府,正社員,新規作成20230901,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0294,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,大阪府,正社員,新規作成20230901,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0296,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,大阪府,正社員,新規作成20230901,公開中,5,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0298,【未経験OK!!・20代活躍中・年間休日125日以上・賞与/昇給、年２回ずつ】一般事務職でオフィスワークデビュー！！/YT,非公開,愛知県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0301,"【外国籍の方、大活躍中！！ / ホテルスタッフ】一流の高級ホテルから有名ビジネスホテルまで、あなたに合ったホテルで働けます！！/YT",非公開,東京都,正社員,新規作成20230901,公開中,6,3,50.0%,￥25,￥75,0,0,0.0%,￥0
