求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
4393-2651-0113,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,千葉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0115,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,神奈川県,正社員,cusAB,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0116,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,神奈川県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0119,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,神奈川県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0121,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,東京都,正社員,cusAB,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0122,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,福岡県,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0124,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0125,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0127,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0128,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0131,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ビングスなど）,非公開,愛知県,正社員,cusAB,公開中,6,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0134,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,埼玉県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0137,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,埼玉県,正社員,新規作成求人20230818,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0141,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
