求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
8329-0891-0a01,20代活躍/寮社宅負担/車両の走行抵抗、速度計精度の開発/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a04,"20代活躍/寮社宅負担/車載モータ制御ユニットの回路設計PL/PM ※福利厚生/年休123日/TPdesB",非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a06,20代活躍/寮社宅負担/自動車部品の機械設計＜未経験可＞/正社員／スキルが身につく／充実のフォロー体制//TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a07,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_電装研究/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a08,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_電装機械/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a09,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_機械/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0a,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_ソフト管理/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0b,20代活躍/寮社宅負担/自動車メーカーにおける車両設計／制御/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0c,20代活躍/寮社宅負担/自動車メーカーにおける機能開発/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0e,20代活躍/寮社宅負担/自動車メーカーにおけるSDV開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0g,20代活躍/寮社宅負担/自動車のBEVソフト機能開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0i,20代活躍/寮社宅負担/自動車に関する車両設計/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0n,20代活躍/寮社宅負担/自動車・航空機に関する生産技術業務／東証プライム上場G／WEB面接/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0p,20代活躍/寮社宅負担/航空機シートの機械設計＜未経験可＞/正社員／設計のスキルが身につく／充実のフォロー体制//TPdesB,非公開,愛知県,正社員,designBD,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0q,20代活躍/寮社宅負担/ワイヤーハーネス製品の設計＜未経験可＞/正社員／フォロー環境充実でスキルが身につく//TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0r,20代活躍/寮社宅負担/インフラエンジニア（PL・PM候補）/明確な評価制度／研修制度充実／ワークライフバランス//TPiteB,非公開,愛知県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a0t,20代活躍/寮社宅負担/アイケア製品の設計業務（詳細設計）/東証プライム上場テクノプロG/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a13,20代活躍/寮社宅負担/電費/動力性能戦略資料の作成/プライム上場テクノプロG／研修制度充実/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a14,20代活躍/寮社宅負担/電気電子（FPGA）エンジニア/プライム上場テクノプロG／リモート可／残業20h程度//TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a16,20代活躍/寮社宅負担/請負・受託開発のPL／PL候補/メーカー向け／スキルアップ／残業20h/TPiteB,非公開,愛知県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a17,20代活躍/寮社宅負担/製造装置の部品EOL対応/業界不問／プライム上場G/TPdesB,非公開,愛知県,正社員,designBD,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a18,20代活躍/寮社宅負担/人体傷害評価技術開発（CAE）/業界経験不問／電気自動車（EV）開発PJ/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a19,20代活躍/寮社宅負担/車両の走行抵抗、速度計精度の開発/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1a,20代活躍/寮社宅負担/車載用バッテリー及び電池ユニットの開発業務／WEB面接／東証プライム上場G/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1b,20代活躍/寮社宅負担/車載通信制御の品質検討（CAN・Ethernet）/業界不問／EV開発PJ/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1c,"20代活躍/寮社宅負担/車載モータ制御ユニットの回路設計PL/PM ※福利厚生/年休123日/TPdesB",非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
